station_uid,station_num,routes,direction,station,lat,lon,station_uid2,station_num2,station2,lat2,lon2,distance_km
84_1_89,84,89,1,ตลาดนางลิ้นจี่,13.707823,100.543318,85_1_89,85,ร้านย่างเนย สาขาพระราม3,13.703648,100.545014,0.4990851917351741
85_1_89,85,89,1,ร้านย่างเนย สาขาพระราม3,13.703648,100.545014,86_1_89,86,ตรงข้ามหมู่บ้านศรีกรุง,13.698156,100.546324,0.6268661850703582
86_1_89,86,89,1,ตรงข้ามหมู่บ้านศรีกรุง,13.698156,100.546324,87_1_89,87,ตรงข้ามวัดช่องนนทรี,13.692677,100.547576,0.62407084237686
87_1_89,87,89,1,ตรงข้ามวัดช่องนนทรี,13.692677,100.547576,88_1_89,88,ตรงข้ามร้านหัวปลา ช่องนนทรี,13.689593,100.547795,0.3437403744828734
88_1_89,88,89,1,ตรงข้ามร้านหัวปลา ช่องนนทรี,13.689593,100.547795,89_1_89,89,ตรงข้ามmsสยาม,13.686659,100.548034,0.32726611531056665
89_1_89,89,89,1,ตรงข้ามmsสยาม,13.686659,100.548034,90_1_89,90,ศุภาลัย แกรนด์ ทาวเวอร์ (สำนักงานใหญ่),13.682703,100.548143,0.44004473118100756
90_1_89,90,89,1,ศุภาลัย แกรนด์ ทาวเวอร์ (สำนักงานใหญ่),13.682703,100.548143,91_1_89,91,วัดคลองภูมิ,13.681008,100.547878,0.19063756940066504
91_1_89,91,89,1,วัดคลองภูมิ,13.681008,100.547878,92_1_89,92,ธนาคารกรุงศรีอยุธยา สำนักงานใหญี่ปุ่น,13.678128,100.546861,0.3385669686012637
92_1_89,92,89,1,ธนาคารกรุงศรีอยุธยา สำนักงานใหญี่ปุ่น,13.678128,100.546861,93_1_89,93,เอสวีซิตี้ (พระราม 3 ซ.49),13.674188,100.543463,0.5715954508647402
93_1_89,93,89,1,เอสวีซิตี้ (พระราม 3 ซ.49),13.674188,100.543463,94_1_89,94,โรงเรียนเจ้าพระยาวิทยาคม,13.673636,100.536105,0.7973486958579643
94_1_89,94,89,1,โรงเรียนเจ้าพระยาวิทยาคม,13.673636,100.536105,95_1_89,95,วัดปริวาสราชสงคราม,13.674348,100.534514,0.18925258655809482
95_1_89,95,89,1,วัดปริวาสราชสงคราม,13.674348,100.534514,96_1_89,96,ตรงข้าม พระราม3 ซอย 39,13.67589,100.532193,0.30378220145123597
96_1_89,96,89,1,ตรงข้าม พระราม3 ซอย 39,13.67589,100.532193,97_1_89,97,ก่อนแยกท่าน้ำสาธุประดิษฐ์,13.678113,100.529749,0.3616984929697076
97_1_89,97,89,1,ก่อนแยกท่าน้ำสาธุประดิษฐ์,13.678113,100.529749,98_1_89,98,ตรงข้ามวัดดอกไม้,13.681366,100.526343,0.5159973449708709
98_1_89,98,89,1,ตรงข้ามวัดดอกไม้,13.681366,100.526343,99_1_89,99,ตรงข้ามICC,13.683411,100.523659,0.3685037199141191
99_1_89,99,89,1,ตรงข้ามICC,13.683411,100.523659,100_1_89,100,สะพานพระราม 9,13.686521,100.518815,0.6272724433218754
100_1_89,100,89,1,สะพานพระราม 9,13.686521,100.518815,101_1_89,101,ริเวอร์ไซค์วิลล่า,13.687588,100.516599,0.2671966969613337
101_1_89,101,89,1,ริเวอร์ไซค์วิลล่า,13.687588,100.516599,102_1_89,102,วัดบางโคล่นอก (วาโก้),13.688665,100.513333,0.37261715081363156
102_1_89,102,89,1,วัดบางโคล่นอก (วาโก้),13.688665,100.513333,103_1_89,103,ก่อนแยกเจริญราษฎร์,13.689245,100.511146,0.24491942530273553
103_1_89,103,89,1,ก่อนแยกเจริญราษฎร์,13.689245,100.511146,104_1_89,104,โรงแรมมณเฑียร,13.689526,100.507902,0.35185955247161865
104_1_89,104,89,1,โรงแรมมณเฑียร,13.689526,100.507902,105_1_89,105,ตรงข้ามห้างทรีออนทรี (tree on tree),13.689987,100.504433,0.3782664297204571
105_1_89,105,89,1,ตรงข้ามห้างทรีออนทรี (tree on tree),13.689987,100.504433,106_1_89,106,วัดจันทร์นอก,13.691363,100.502207,0.2850340776227618
106_1_89,106,89,1,วัดจันทร์นอก,13.691363,100.502207,107_1_89,107,วัดอินทร์บรรจง,13.692934,100.500777,0.23320115286074622
107_1_89,107,89,1,วัดอินทร์บรรจง,13.692934,100.500777,108_1_89,108,ก่อนแยก ถนนตก,13.696036,100.497843,0.46844983737104223
108_1_89,108,89,1,ก่อนแยก ถนนตก,13.696036,100.497843,109_1_89,109,หลังแยก ถนนตก,13.697664,100.496405,0.23854590808022907
109_1_89,109,89,1,หลังแยก ถนนตก,13.697664,100.496405,110_1_89,110,หลังแยก บุคคโล,13.704214,100.489188,1.066924582148509
110_1_89,110,89,1,หลังแยก บุคคโล,13.704214,100.489188,111_1_89,111,สถานีตำรวจนครบาลบุคคโล,13.706537,100.490973,0.32234436300055086
111_1_89,111,89,1,สถานีตำรวจนครบาลบุคคโล,13.706537,100.490973,112_1_89,112,ท่ารถตอง 1,13.70805,100.493284,0.30104891710436554
112_1_89,112,89,1,ท่ารถตอง 1,13.70805,100.493284,113_1_89,113,เจริญนคร ซอย 48,13.70916,100.495197,0.2407092113465891
113_1_89,113,89,1,เจริญนคร ซอย 48,13.70916,100.495197,114_1_89,114,สมาคมตระกูลลิ้ม,13.709813,100.496306,0.14008837109480732
114_1_89,114,89,1,สมาคมตระกูลลิ้ม,13.709813,100.496306,115_1_89,115,เจริญนคร ซอย 38,13.711242,100.498948,0.3266573317315639
115_1_89,115,89,1,เจริญนคร ซอย 38,13.711242,100.498948,116_1_89,116,เจริญนคร ซอย 34,13.711837,100.500323,0.16260429114236205
116_1_89,116,89,1,เจริญนคร ซอย 34,13.711837,100.500323,117_1_89,117,ตรงข้ามศุภาลัย (เจริญนคร ซอย 32),13.712507,100.501952,0.1910946400006006
117_1_89,117,89,1,ตรงข้ามศุภาลัย (เจริญนคร ซอย 32),13.712507,100.501952,118_1_89,118,ตรงข้ามวัดเศวต,13.71422,100.504165,0.3056648697712806
118_1_89,118,89,1,ตรงข้ามวัดเศวต,13.71422,100.504165,119_1_89,119,เจริญนคร ซอย 24,13.715657,100.5058,0.23817334829437103
119_1_89,119,89,1,เจริญนคร ซอย 24,13.715657,100.5058,120_1_89,120,เจริญนคร ซอย 18,13.71785,100.507577,0.3103400110934239
120_1_89,120,89,1,เจริญนคร ซอย 18,13.71785,100.507577,121_1_89,121,สวนป่าเฉลิมพระเกียรติ สะพานตากสิน,13.720222,100.508683,0.28955164707469
121_1_89,121,89,1,สวนป่าเฉลิมพระเกียรติ สะพานตากสิน,13.720222,100.508683,122_1_89,122,วัดสุวรรณ,13.723659,100.508946,0.3832314386187193
122_1_89,122,89,1,วัดสุวรรณ,13.723659,100.508946,123_1_89,123,ไอคอน-คลองสาน,13.727803,100.508799,0.4610652873754715
123_1_89,123,89,1,ไอคอน-คลองสาน,13.727803,100.508799,124_1_89,124,ตรงข้ามรพ.ตากสิน,13.729552,100.506929,0.2803996881462469
124_1_89,124,89,1,ตรงข้ามรพ.ตากสิน,13.729552,100.506929,125_1_89,125,ลาดหญ้า ซอย 14,13.728972,100.504416,0.27900513007899785
125_1_89,125,89,1,ลาดหญ้า ซอย 14,13.728972,100.504416,126_1_89,126,แยกลาดหญ้า,13.728462,100.502447,0.22011816402096793
126_1_89,126,89,1,แยกลาดหญ้า,13.728462,100.502447,127_1_89,127,ลาดหญ้า ซอย 8,13.727838,100.499825,0.2915995736667719
127_1_89,127,89,1,ลาดหญ้า ซอย 8,13.727838,100.499825,128_1_89,128,สหกรณ์กรุงเทพ สาขาลาดหญ้า,13.727439,100.498229,0.17801511760465202
128_1_89,128,89,1,สหกรณ์กรุงเทพ สาขาลาดหญ้า,13.727439,100.498229,129_1_89,129,ตรงข้าม ห้างแพลตฟอร์ม วงเวียนใหญ่,13.726796,100.495514,0.3018609065810608
129_1_89,129,89,1,ตรงข้าม ห้างแพลตฟอร์ม วงเวียนใหญ่,13.726796,100.495514,130_1_89,130,บางยี่เรือ (ขาออก),13.726749,100.489798,0.6174588113853476
130_1_89,130,89,1,บางยี่เรือ (ขาออก),13.726749,100.489798,131_1_89,131,เพชรเกษม ซอย 1,13.727853,100.483042,0.7400277815714965
131_1_89,131,89,1,เพชรเกษม ซอย 1,13.727853,100.483042,132_1_89,132,ตรงข้ามวัดสังข์กระจาย,13.728228,100.480803,0.24542154537076197
132_1_89,132,89,1,ตรงข้ามวัดสังข์กระจาย,13.728228,100.480803,133_1_89,133,เพชรเกษม ซอย 5,13.728539,100.478834,0.21548101053089658
133_1_89,133,89,1,เพชรเกษม ซอย 5,13.728539,100.478834,134_1_89,134,ก่อนแยกท่าพระ,13.728812,100.477106,0.18910768758154992
134_1_89,134,89,1,ก่อนแยกท่าพระ,13.728812,100.477106,135_1_89,135,หลังแยกท่าพระ,13.728045,100.471782,0.5813788375596558
135_1_89,135,89,1,หลังแยกท่าพระ,13.728045,100.471782,136_1_89,136,ตรงข้าม โรงเรียนวิบูลย์ (วิบูลยย์บริหารธุรกิจ),13.726747,100.469329,0.30172920240900564
136_1_89,136,89,1,ตรงข้าม โรงเรียนวิบูลย์ (วิบูลยย์บริหารธุรกิจ),13.726747,100.469329,137_1_89,137,วัดนวล (MRTบางไผ่),13.724551,100.465264,0.5024282431208394
137_1_89,137,89,1,วัดนวล (MRTบางไผ่),13.724551,100.465264,138_1_89,138,โรงพยาบาลพญาไท 3,13.723226,100.462966,0.28866173964294023
138_1_89,138,89,1,โรงพยาบาลพญาไท 3,13.723226,100.462966,139_1_89,139,BTS บางหว้า,13.722659,100.45737,0.6077633058401315
139_1_89,139,89,1,BTS บางหว้า,13.722659,100.45737,140_1_89,140,ตรงข้ามโรงซ่อมบำรุง,13.725723,100.455676,0.38673156625712674
140_1_89,140,89,1,ตรงข้ามโรงซ่อมบำรุง,13.725723,100.455676,141_1_89,141,ครัวอัปษร,13.731655,100.450166,0.8884380927696615
141_1_89,141,89,1,ครัวอัปษร,13.731655,100.450166,142_1_89,142,หมู่บ้านลดาวัลย์,13.73346,100.448975,0.23839758653793883
142_1_89,142,89,1,หมู่บ้านลดาวัลย์,13.73346,100.448975,143_1_89,143,ก่อนแยกบางแวก,13.73696,100.447485,0.4211476229604364
143_1_89,143,89,1,ก่อนแยกบางแวก,13.73696,100.447485,144_1_89,144,หลังแยกบางแวก,13.738891,100.447062,0.21952477659761158
144_1_89,144,89,1,หลังแยกบางแวก,13.738891,100.447062,145_1_89,145,ตรงข้ามวัดทอง,13.741936,100.447011,0.3386333600126896
145_1_89,145,89,1,ตรงข้ามวัดทอง,13.741936,100.447011,146_1_89,146,วัดกระโจมทอง,13.746983,100.447442,0.5631283018537753
146_1_89,146,89,1,วัดกระโจมทอง,13.746983,100.447442,147_1_89,147,ปากคลองตลาดใหม่ (หน้าตลาด),13.752062,100.444821,0.6317380118568837
147_1_89,147,89,1,ปากคลองตลาดใหม่ (หน้าตลาด),13.752062,100.444821,148_1_89,148,ตรงข้าม วัดเพลง,13.751698,100.440468,0.4718953924770615
148_1_89,148,89,1,ตรงข้าม วัดเพลง,13.751698,100.440468,149_1_89,149,วัดเพลง,13.752246,100.441131,0.09402599511818582
149_1_89,149,89,1,วัดเพลง,13.752246,100.441131,150_1_89,150,ตรงข้าม ปากคลองตลาดใหม่,13.752519,100.444248,0.33802430375439524
150_1_89,150,89,1,ตรงข้าม ปากคลองตลาดใหม่,13.752519,100.444248,151_1_89,151,วัดประดู่,13.754653,100.445504,0.2733297997592231
151_1_89,151,89,1,วัดประดู่,13.754653,100.445504,152_1_89,152,วัดอินทร์,13.758344,100.444997,0.41405733920586135
152_1_89,152,89,1,วัดอินทร์,13.758344,100.444997,153_1_89,153,เดอะเซอร์เคิล,13.766188,100.444303,0.8754276688239178
153_1_89,153,89,1,เดอะเซอร์เคิล,13.766188,100.444303,154_1_89,154,สำนักงานอัยการจังหวัดตลิ่งชัน,13.779681,100.439442,1.5895472103238641
154_1_89,154,89,1,สำนักงานอัยการจังหวัดตลิ่งชัน,13.779681,100.439442,155_1_89,155,วัดมะกอก,13.780537,100.430987,0.9180403416006881
155_1_89,155,89,1,วัดมะกอก,13.780537,100.430987,156_1_89,156,ก่อนแยกบรมราชชนนีสาย 1 (ข้ามคลอง),13.780917,100.427255,0.40524296345088
156_1_89,156,89,1,ก่อนแยกบรมราชชนนีสาย 1 (ข้ามคลอง),13.780917,100.427255,157_1_89,157,สถานีขนส่งผู้โดยสารสายใต้ใหม่ (ตลิ่งชัน),13.780015,100.424477,0.31632966241448346
0_0_110,0,110,0,พระราม7 ป้ายแรก,100.511858994,13.807161915,1_0_110,1,เทคโนโลยีพระราม 6,100.512165366,13.8037358372,0.07740340820029107
1_0_110,1,110,0,เทคโนโลยีพระราม 6,100.512165366,13.8037358372,2_0_110,2,โรงพยาบาลยันฮี,100.511079132,13.8005747132,0.13675107650431184
2_0_110,2,110,0,โรงพยาบาลยันฮี,100.511079132,13.8005747132,3_0_110,3,เอ็มอาร์ที บางอ้อ,100.509230904,13.7980481622,0.21180650967696546
3_0_110,3,110,0,เอ็มอาร์ที บางอ้อ,100.509230904,13.7980481622,4_0_110,4,โรงเรียนบางอ้อ,100.50812642,13.7965963738,0.12629292846115237
4_0_110,4,110,0,โรงเรียนบางอ้อ,100.50812642,13.7965963738,5_0_110,5,ซอยจรัญสนิทวงศ์ 82,100.507075275,13.7951561227,0.12047560010321816
5_0_110,5,110,0,ซอยจรัญสนิทวงศ์ 82,100.507075275,13.7951561227,6_0_110,6,เอ็มอาร์ทีบางพลัด,100.505416229,13.7928519888,0.19030104350511373
6_0_110,6,110,0,เอ็มอาร์ทีบางพลัด,100.505416229,13.7928519888,7_0_110,7,วัดอาวุธ ซอยจรัญสนิทวงศ์ 72,100.503665436,13.7905051954,0.2004081023330866
7_0_110,7,110,0,วัดอาวุธ ซอยจรัญสนิทวงศ์ 72,100.503665436,13.7905051954,8_0_110,8,โลตัสบางพลัด,100.500965671,13.7885101985,0.3029110644994348
8_0_110,8,110,0,โลตัสบางพลัด,100.500965671,13.7885101985,9_0_110,9,วัดเทพพากรซอยจรัญสนิทวงศ์ 68,100.499183214,13.7873589152,0.19956845856050606
9_0_110,9,110,0,วัดเทพพากรซอยจรัญสนิทวงศ์ 68,100.499183214,13.7873589152,10_0_110,10,บริษัทวิริยะประกันภัย,100.495721672,13.7852013589,0.38737976191522916
10_0_110,10,110,0,บริษัทวิริยะประกันภัย,100.495721672,13.7852013589,11_0_110,11,ตลาดกรุงธน,100.498345998,13.7830562955,0.2950294924145024
11_0_110,11,110,0,ตลาดกรุงธน,100.498345998,13.7830562955,12_0_110,12,หลัง โรงพยาบาล วชิรพยาบาล,100.50663253,13.781838057,0.9217510972838996
12_0_110,12,110,0,หลัง โรงพยาบาล วชิรพยาบาล,100.50663253,13.781838057,13_0_110,13,หน้า โรงพยาบาล วชิรพยาบาล,100.508836897,13.7791228348,0.25122247753216037
13_0_110,13,110,0,หน้า โรงพยาบาล วชิรพยาบาล,100.508836897,13.7791228348,14_0_110,14,เซนคาเบรียล,100.507839162,13.7769759198,0.11918040163070381
14_0_110,14,110,0,เซนคาเบรียล,100.507839162,13.7769759198,15_0_110,15,สวนสุนันทา,100.506853459,13.7748702474,0.11762834157295295
15_0_110,15,110,0,สวนสุนันทา,100.506853459,13.7748702474,16_0_110,16,หอสมุดแห่งชาติ,100.505854738,13.7727620457,0.11899528597291202
16_0_110,16,110,0,หอสมุดแห่งชาติ,100.505854738,13.7727620457,17_0_110,17,"สีเสาเทเวศร์ ,ตลาดเทเวศร์",100.50433554,13.7702197257,0.1766150861882736
17_0_110,17,110,0,"สีเสาเทเวศร์ ,ตลาดเทเวศร์",100.50433554,13.7702197257,18_0_110,18,เทเวศร์  คลองกุ่มกระเสม,100.506112943,13.7670218597,0.20800022220211692
19_1_110,19,110,1,คุรุสภา,100.507077549,13.767440268,20_1_110,20,แยกวังแดง,100.507205542,13.7685732173,0.02702443585463018
20_1_110,20,110,1,แยกวังแดง,100.507205542,13.7685732173,21_1_110,21,เทเวศร์ขากลับ,100.505001584,13.7704464565,0.24799457354689258
21_1_110,21,110,1,เทเวศร์ขากลับ,100.505001584,13.7704464565,22_1_110,22,ไฟแดงแยกสี่เสาเทเวศร์,100.504737761,13.7709305999,0.030934164505993195
22_1_110,22,110,1,ไฟแดงแยกสี่เสาเทเวศร์,100.504737761,13.7709305999,23_1_110,23,หอสมุดแห่งชาติ,100.505834534,13.7730570127,0.12935095876857658
23_1_110,23,110,1,หอสมุดแห่งชาติ,100.505834534,13.7730570127,24_1_110,24,วัดราชา,100.506500496,13.7744830088,0.07949580192848926
24_1_110,24,110,1,วัดราชา,100.506500496,13.7744830088,25_1_110,25,เซนคาเบรียล,100.507337538,13.7762879273,0.10001171639982463
25_1_110,25,110,1,เซนคาเบรียล,100.507337538,13.7762879273,26_1_110,26,ป้ายธนาคารกรุงเทพ,100.506754,13.7790311115,0.08546499856342957
26_1_110,26,110,1,ป้ายธนาคารกรุงเทพ,100.506754,13.7790311115,27_1_110,27,โรงเรียนเขมะสิริอนุสรณ์,100.4978667,13.7829697664,0.9914417324766542
27_1_110,27,110,1,โรงเรียนเขมะสิริอนุสรณ์,100.4978667,13.7829697664,28_1_110,28,ตลาดกรุงธน,100.49648469,13.7835645246,0.15414412228734567
28_1_110,28,110,1,ตลาดกรุงธน,100.49648469,13.7835645246,29_1_110,29,ตรงข้ามวิริยะประกันภัย /ซอยจรัญสนิทวงศ์ 71กับซอยจรัญสนิทวงศ์ 69,100.496623594,13.7860640879,0.05293723431467061
29_1_110,29,110,1,ตรงข้ามวิริยะประกันภัย /ซอยจรัญสนิทวงศ์ 71กับซอยจรัญสนิทวงศ์ 69,100.496623594,13.7860640879,30_1_110,30,"วัดเทพพากร,ซอยจรัญสนิทวงศ์ 73",100.498728256,13.7873774559,0.23553547064005506
30_1_110,30,110,1,"วัดเทพพากร,ซอยจรัญสนิทวงศ์ 73",100.498728256,13.7873774559,31_1_110,31,โลตัส ซอยจรัญสนิทวงศ์  75,100.500717309,13.7886198409,0.22260072195776306
31_1_110,31,110,1,โลตัส ซอยจรัญสนิทวงศ์  75,100.500717309,13.7886198409,32_1_110,32,"บางพลัด,ซอยจรัญสนิทวงศ์ 79 หรือซอยจรัญสนิทวงศ์ 77/3",100.503354435,13.7905213481,0.29575670807222415
32_1_110,32,110,1,"บางพลัด,ซอยจรัญสนิทวงศ์ 79 หรือซอยจรัญสนิทวงศ์ 77/3",100.503354435,13.7905213481,33_1_110,33,เอ็มอาร์ทีบางพลัด,100.505076449,13.7928807077,0.19736218897232002
33_1_110,33,110,1,เอ็มอาร์ทีบางพลัด,100.505076449,13.7928807077,34_1_110,34,ซอยจรัญสนิทวงศ์  85,100.506342037,13.7945831484,0.14489806490231735
34_1_110,34,110,1,ซอยจรัญสนิทวงศ์  85,100.506342037,13.7945831484,35_1_110,35,เอ็มอาร์ทีบางอ้อ,100.509230368,13.7984067564,0.33039481167447693
35_1_110,35,110,1,เอ็มอาร์ทีบางอ้อ,100.509230368,13.7984067564,36_1_110,36,โรงพยาบาลยันฮี ซอยจรัญสนิทวงศ์ 91,100.510845509,13.8006182586,0.18511227467509897
36_1_110,36,110,1,โรงพยาบาลยันฮี ซอยจรัญสนิทวงศ์ 91,100.510845509,13.8006182586,37_1_110,37,ดับเพลิงบางอ้อ,100.511945854,13.8039868228,0.1401412226225062
37_1_110,37,110,1,ดับเพลิงบางอ้อ,100.511945854,13.8039868228,38_1_110,38,ก่อนขึ้นพระราม 7 ป้ายต้นโพ,100.511694549,13.806966923,0.06660076427561838
38_1_110,38,110,1,ก่อนขึ้นพระราม 7 ป้ายต้นโพ,100.511694549,13.806966923,39_1_110,39,ใต้สะพาน,100.510349604,13.8084317154,0.15247417638284555
39_1_110,39,110,1,ใต้สะพาน,100.510349604,13.8084317154,40_1_110,40,โรงไฟฟ้าเล็ก,100.510639052,13.8108322244,0.058367072176093986
40_1_110,40,110,1,โรงไฟฟ้าเล็ก,100.510639052,13.8108322244,41_1_110,41,ท่าเรือพระราม7,100.513415229,13.8126598279,0.3109153174452109
41_1_110,41,110,1,ท่าเรือพระราม7,100.513415229,13.8126598279,42_1_110,42,วัดวิมุตยาราม,100.512645102,13.8102640476,0.09846748529030298
42_1_110,42,110,1,วัดวิมุตยาราม,100.512645102,13.8102640476,43_1_110,43,หน้าโรงเรียนวัดประมุขวิทยา,100.511499008,13.8092149785,0.12920465300124834
0_0_120,0,120,0,ประกันสังคมเก่า (สมุทรสาคร),13.545847,100.259748,1_0_120,1,ตลาดมั่นคง (สมุทรสาคร),13.547548,100.261951,0.3041202042472262
1_0_120,1,120,0,ตลาดมั่นคง (สมุทรสาคร),13.547548,100.261951,2_0_120,2,ตรงข้ามสนามกีฬาสมุทรสาคร,13.548009,100.263611,0.18662553380741917
2_0_120,2,120,0,ตรงข้ามสนามกีฬาสมุทรสาคร,13.548009,100.263611,3_0_120,3,โรงเรียนสมุทรสาคร,13.548423,100.265833,0.24457133259103928
3_0_120,3,120,0,โรงเรียนสมุทรสาคร,13.548423,100.265833,4_0_120,4,ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,13.548913,100.268564,0.3002082572450936
4_0_120,4,120,0,ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,13.548913,100.268564,5_0_120,5,สี่แยกวิทยาลัยเทคนิคสมุทรสาคร,13.550038,100.274509,0.6547171216562825
5_0_120,5,120,0,สี่แยกวิทยาลัยเทคนิคสมุทรสาคร,13.550038,100.274509,6_0_120,6,แยกน้ำพุ,13.550337,100.276124,0.17771882890304924
6_0_120,6,120,0,แยกน้ำพุ,13.550337,100.276124,7_0_120,7,โรงพยาบาลสมุทรสาคร (เอกชัย24),13.550963,100.279491,0.3705677455019243
7_0_120,7,120,0,โรงพยาบาลสมุทรสาคร (เอกชัย24),13.550963,100.279491,8_0_120,8,สามร้อยห้อง,13.552332,100.283411,0.4502617844561279
8_0_120,8,120,0,สามร้อยห้อง,13.552332,100.283411,9_0_120,9,น้ำเก๊ก,13.55546,100.286825,0.5071221646066175
9_0_120,9,120,0,น้ำเก๊ก,13.55546,100.286825,10_0_120,10,คอนโดมหาชัย,13.559019,100.290633,0.571010639460079
10_0_120,10,120,0,คอนโดมหาชัย,13.559019,100.290633,11_0_120,11,Big C สมุทรสาคร (มหาชัย2),13.560361,100.292027,0.21207000742799806
11_0_120,11,120,0,Big C สมุทรสาคร (มหาชัย2),13.560361,100.292027,12_0_120,12,รักษ์ห้องเย็น,13.56217,100.293975,0.2912063302193384
12_0_120,12,120,0,รักษ์ห้องเย็น,13.56217,100.293975,13_0_120,13,หมู่บ้านมหาชัยนิเวศน์,13.564352,100.29628,0.3477742436089224
13_0_120,13,120,0,หมู่บ้านมหาชัยนิเวศน์,13.564352,100.29628,14_0_120,14,เบญจทรัพย์,13.568806,100.301008,0.7116654353929894
14_0_120,14,120,0,เบญจทรัพย์,13.568806,100.301008,15_0_120,15,ชุมชนเคหะมหาชัย,13.572152,100.304523,0.5317711228953528
15_0_120,15,120,0,ชุมชนเคหะมหาชัย,13.572152,100.304523,16_0_120,16,แยกบ้านขอม,13.57336,100.305764,0.18983177405172108
16_0_120,16,120,0,แยกบ้านขอม,13.57336,100.305764,17_0_120,17,ส.ชัยซิตี้ (บ.เรโนเทคจำกัด),13.576733,100.309305,0.5358743857593337
17_0_120,17,120,0,ส.ชัยซิตี้ (บ.เรโนเทคจำกัด),13.576733,100.309305,18_0_120,18,การไฟฟ้าส่วนภูมิภาค สถานีไฟฟ้าเอกชัย,13.583907,100.318748,1.2954095890585677
18_0_120,18,120,0,การไฟฟ้าส่วนภูมิภาค สถานีไฟฟ้าเอกชัย,13.583907,100.318748,19_0_120,19,สะพานเมืองใหม่,13.590974,100.327257,1.2096736763053455
19_0_120,19,120,0,สะพานเมืองใหม่,13.590974,100.327257,20_0_120,20,คลองสี่วา 1,13.593984,100.330338,0.4721317403628988
20_0_120,20,120,0,คลองสี่วา 1,13.593984,100.330338,21_0_120,21,คลองสี่วา 2,13.595076,100.331441,0.17016303036625707
21_0_120,21,120,0,คลองสี่วา 2,13.595076,100.331441,22_0_120,22,หมู่บ้านเบญจวรรณ (อบต.คอกกระบือ),13.597996,100.334432,0.4581727975333853
22_0_120,22,120,0,หมู่บ้านเบญจวรรณ (อบต.คอกกระบือ),13.597996,100.334432,23_0_120,23,อบต.คอกกระบือ,13.600082,100.335895,0.2807189980655599
23_0_120,23,120,0,อบต.คอกกระบือ,13.600082,100.335895,24_0_120,24,หมื่นทรัพย์แลนด์,13.603046,100.337967,0.3984604451590979
24_0_120,24,120,0,หมื่นทรัพย์แลนด์,13.603046,100.337967,25_0_120,25,ตลาดรุ่งนิรันดร์,13.606851,100.340596,0.5096469495524152
25_0_120,25,120,0,ตลาดรุ่งนิรันดร์,13.606851,100.340596,26_0_120,26,ซอยกองพนันพล,13.610168,100.343223,0.46544838112930953
26_0_120,26,120,0,ซอยกองพนันพล,13.610168,100.343223,27_0_120,27,"ซอยต้นตาล,หมู่บ้านวิเศษสุขนคร (แน็ค ส.เจริญกิจ)",13.613111,100.345036,0.381419186395347
27_0_120,27,120,0,"ซอยต้นตาล,หมู่บ้านวิเศษสุขนคร (แน็ค ส.เจริญกิจ)",13.613111,100.345036,28_0_120,28,ลูกชิ้นโกลด์เด้น,13.614493,100.346077,0.19045087548082015
28_0_120,28,120,0,ลูกชิ้นโกลด์เด้น,13.614493,100.346077,29_0_120,29,แยกบดินทร,13.618424,100.348895,0.5327358401249938
29_0_120,29,120,0,แยกบดินทร,13.618424,100.348895,30_0_120,30,ตลาดโพธิ์แจ้,13.620462,100.35061,0.29275296750435426
30_0_120,30,120,0,ตลาดโพธิ์แจ้,13.620462,100.35061,31_0_120,31,วัดโพธิ์แจ้,13.621946,100.352335,0.2489587007022708
31_0_120,31,120,0,วัดโพธิ์แจ้,13.621946,100.352335,32_0_120,32,ตรวจคนเข้าเมืองจังหวัดสมุทรสาคร,13.62354,100.35411,0.26117047049189607
32_0_120,32,120,0,ตรวจคนเข้าเมืองจังหวัดสมุทรสาคร,13.62354,100.35411,33_0_120,33,โรงเรียนสารสาสน์วิเทศน์เอกชัย,13.625705,100.356708,0.3698347972068758
33_0_120,33,120,0,โรงเรียนสารสาสน์วิเทศน์เอกชัย,13.625705,100.356708,34_0_120,34,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์แจ้,13.628912,100.360479,0.5415080480073265
34_0_120,34,120,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์แจ้,13.628912,100.360479,35_0_120,35,โรงเรียนศึกษานารีวิทยา,13.634177,100.366647,0.8871329610818075
35_0_120,35,120,0,โรงเรียนศึกษานารีวิทยา,13.634177,100.366647,36_0_120,36,เอกชัย ซอย 132,13.635103,100.367751,0.15758970230777428
36_0_120,36,120,0,เอกชัย ซอย 132,13.635103,100.367751,37_0_120,37,เทศบาลบางบอน,13.636059,100.368859,0.1601118651340866
37_0_120,37,120,0,เทศบาลบางบอน,13.636059,100.368859,38_0_120,38,เอกชัย ซอย 33,13.637714,100.370804,0.27935753153673676
38_0_120,38,120,0,เอกชัย ซอย 33,13.637714,100.370804,39_0_120,39,บางบอน ซอย  5 (เอกชัย126),13.639289,100.372655,0.26585428878455114
39_0_120,39,120,0,บางบอน ซอย  5 (เอกชัย126),13.639289,100.372655,40_0_120,40,บางบอน ซอย 4,13.641545,100.375481,0.39519837165697874
40_0_120,40,120,0,บางบอน ซอย 4,13.641545,100.375481,41_0_120,41,วัดบางบอน,13.643951,100.378501,0.4219820015887233
