station_uid,station_num,routes,direction,station,lat,lon,station_uid2,station_num2,station2,lat2,lon2,distance_km
0_0_6,0,6,0,ท่าน้ำพระประแดง,13.6594,100.535141,1_0_6,1,ป้ายกลางตลาด,13.659541,100.533023,0.22938619949205313
1_0_6,1,6,0,ป้ายกลางตลาด,13.659541,100.533023,2_0_6,2,วัดพญาปราบ,13.660282,100.531442,0.18965955109460195
2_0_6,2,6,0,วัดพญาปราบ,13.660282,100.531442,3_0_6,3,วัดกลาง,13.660546,100.529004,0.2650552939102403
3_0_6,3,6,0,วัดกลาง,13.660546,100.529004,4_0_6,4,ปากซอยพระราชวิริยาภรณ์,13.661442,100.526945,0.24376355615333595
4_0_6,4,6,0,ปากซอยพระราชวิริยาภรณ์,13.661442,100.526945,5_0_6,5,ใต้สะพานภูมิพล,13.664029,100.526899,0.2877042099702137
5_0_6,5,6,0,ใต้สะพานภูมิพล,13.664029,100.526899,6_0_6,6,ซอยพระราชวิริยาภรณ์ 9,13.665206,100.52664,0.13383483052327388
6_0_6,6,6,0,ซอยพระราชวิริยาภรณ์ 9,13.665206,100.52664,7_0_6,7,วัดไพชยนต์พลเสพย์,13.665963,100.526443,0.08682407397543865
7_0_6,7,6,0,วัดไพชยนต์พลเสพย์,13.665963,100.526443,8_0_6,8,ซอยพระราชวิริยาภรณ์ 11,13.666099,100.525107,0.14514066798356948
8_0_6,8,6,0,ซอยพระราชวิริยาภรณ์ 11,13.666099,100.525107,9_0_6,9,โรงเรียนพลอยจตุรจินดา,13.667131,100.523394,0.21777132310505395
9_0_6,9,6,0,โรงเรียนพลอยจตุรจินดา,13.667131,100.523394,10_0_6,10,วัดบางพึ่ง,13.667877,100.521974,0.17441438000567225
10_0_6,10,6,0,วัดบางพึ่ง,13.667877,100.521974,11_0_6,11,วัดรวก,13.667667,100.520077,0.20628937290878646
11_0_6,11,6,0,วัดรวก,13.667667,100.520077,12_0_6,12,ซอยสุดเขต,13.668694,100.519251,0.1449339068563847
12_0_6,12,6,0,ซอยสุดเขต,13.668694,100.519251,13_0_6,13,ซอยราษฎร์บูรณะ 48,13.670155,100.518961,0.16544984064483637
13_0_6,13,6,0,ซอยราษฎร์บูรณะ 48,13.670155,100.518961,14_0_6,14,วัดแจงร้อน,13.673517,100.518026,0.3872462784059123
14_0_6,14,6,0,วัดแจงร้อน,13.673517,100.518026,15_0_6,15,เซปเตอร์วัน,13.675227,100.517041,0.21789957061926857
15_0_6,15,6,0,เซปเตอร์วัน,13.675227,100.517041,16_0_6,16,ซอยราษฎร์บูรณะ 36,13.676682,100.515093,0.26546511040823123
16_0_6,16,6,0,ซอยราษฎร์บูรณะ 36,13.676682,100.515093,17_0_6,17,สวนใต้สะพานพระราม 9,13.677456,100.513827,0.16160508794472844
17_0_6,17,6,0,สวนใต้สะพานพระราม 9,13.677456,100.513827,18_0_6,18,การไฟฟ้านครหลวงราษฎร์บูรณะ ธนาคารกสิกรไทยสำนักงานใหญ่,13.678234,100.512525,0.16514230611764957
18_0_6,18,6,0,การไฟฟ้านครหลวงราษฎร์บูรณะ ธนาคารกสิกรไทยสำนักงานใหญ่,13.678234,100.512525,19_0_6,19,ซอยราษฎร์บูรณะ 28 ซอยโรงแก้ว,13.679326,100.510559,0.24466605535912156
19_0_6,19,6,0,ซอยราษฎร์บูรณะ 28 ซอยโรงแก้ว,13.679326,100.510559,20_0_6,20,ซอยราษฎร์บูรณะ 26,13.680158,100.50909,0.18370703850618011
20_0_6,20,6,0,ซอยราษฎร์บูรณะ 26,13.680158,100.50909,21_0_6,21,อนามัย 39,13.681202,100.506824,0.27094778976892586
21_0_6,21,6,0,อนามัย 39,13.681202,100.506824,22_0_6,22,ป้ายธนาคารธกส,13.682158,100.502317,0.4984034759817468
22_0_6,22,6,0,ป้ายธนาคารธกส,13.682158,100.502317,23_0_6,23,บิ๊กซีราษฎร์บูรณะ,13.682497,100.500136,0.23863009243873579
23_0_6,23,6,0,บิ๊กซีราษฎร์บูรณะ,13.682497,100.500136,24_0_6,24,โรงเรียนวัดบางปะกอก,13.684506,100.495558,0.5427104562951002
24_0_6,24,6,0,โรงเรียนวัดบางปะกอก,13.684506,100.495558,25_0_6,25,ราษฎร์บูรณะ 12,13.685579,100.49392,0.21343045865780735
25_0_6,25,6,0,ราษฎร์บูรณะ 12,13.685579,100.49392,26_0_6,26,ไอวี่,13.687291,100.492225,0.26414652137634703
26_0_6,26,6,0,ไอวี่,13.687291,100.492225,27_0_6,27,ราษฎร์บูรณะ 6,13.689376,100.488778,0.43867305962706377
27_0_6,27,6,0,ราษฎร์บูรณะ 6,13.689376,100.488778,28_0_6,28,โรงเรียนวัดดาวคะนอง,13.696825,100.486202,0.8737935390530216
28_0_6,28,6,0,โรงเรียนวัดดาวคะนอง,13.696825,100.486202,29_0_6,29,วัดบุคคโล,13.700706,100.487411,0.45087955603333196
29_0_6,29,6,0,วัดบุคคโล,13.700706,100.487411,30_0_6,30,มาสด้า,13.704208,100.489187,0.434104662333411
30_0_6,30,6,0,มาสด้า,13.704208,100.489187,31_0_6,31,สน.บุคคโล/สน.สำเหร่,13.706538,100.490999,0.32471835292045176
31_0_6,31,6,0,สน.บุคคโล/สน.สำเหร่,13.706538,100.490999,32_0_6,32,เจริญนคร 56,13.708055,100.493287,0.2992421796733851
32_0_6,32,6,0,เจริญนคร 56,13.708055,100.493287,33_0_6,33,โรงเรียนเกื้อวิทยา,13.709167,100.495228,0.24342389561245142
33_0_6,33,6,0,โรงเรียนเกื้อวิทยา,13.709167,100.495228,34_0_6,34,สมาคมตระกูลลิ้ม,13.70982,100.496346,0.14092071948412757
34_0_6,34,6,0,สมาคมตระกูลลิ้ม,13.70982,100.496346,35_0_6,35,ซอยเจริญนคร 40/38,13.711222,100.498951,0.3217054203707195
35_0_6,35,6,0,ซอยเจริญนคร 40/38,13.711222,100.498951,36_0_6,36,ซอยเจริญนคร 34,13.711812,100.500357,0.16544772949997527
36_0_6,36,6,0,ซอยเจริญนคร 34,13.711812,100.500357,37_0_6,37,ซอยเจริญนคร 32,13.712452,100.501823,0.17362066333470316
37_0_6,37,6,0,ซอยเจริญนคร 32,13.712452,100.501823,38_0_6,38,สำนักงานที่ดินเขตธนบุรี (วัดเศวกฉัตร),13.714136,100.504059,0.3056257525514494
38_0_6,38,6,0,สำนักงานที่ดินเขตธนบุรี (วัดเศวกฉัตร),13.714136,100.504059,39_0_6,39,ซอยเจริญนคร 24,13.715646,100.505788,0.251150391618165
39_0_6,39,6,0,ซอยเจริญนคร 24,13.715646,100.505788,40_0_6,40,คลองต้นไทร ซอยเจริญนคร 18,13.717765,100.507549,0.30282844836468387
40_0_6,40,6,0,คลองต้นไทร ซอยเจริญนคร 18,13.717765,100.507549,41_0_6,41,ท่าน้ำเป๊ปซี่ ใต้สะพานตากสิน,13.720243,100.508608,0.2983442406643261
41_0_6,41,6,0,ท่าน้ำเป๊ปซี่ ใต้สะพานตากสิน,13.720243,100.508608,42_0_6,42,วัดสุวรรณ,13.723647,100.508949,0.3802956554696526
42_0_6,42,6,0,วัดสุวรรณ,13.723647,100.508949,43_0_6,43,คลองสาน ไอคอนสยาม,13.727762,100.508806,0.45782777928932195
43_0_6,43,6,0,คลองสาน ไอคอนสยาม,13.727762,100.508806,44_0_6,44,โรงพยาบาลตากสิน,13.730466,100.507276,0.34309827662460934
44_0_6,44,6,0,โรงพยาบาลตากสิน,13.730466,100.507276,45_0_6,45,โรงพยาบาลสมเด็จเจ้าพระยา,13.731219,100.505247,0.234616182761978
45_0_6,45,6,0,โรงพยาบาลสมเด็จเจ้าพระยา,13.731219,100.505247,46_0_6,46,วัฒนาบริหารธุรกิจ,13.731679,100.503897,0.15453338370393863
46_0_6,46,6,0,วัฒนาบริหารธุรกิจ,13.731679,100.503897,47_0_6,47,ซอยสมเด็จเจ้าพระยา12,13.732742,100.500752,0.3596880346205232
47_0_6,47,6,0,ซอยสมเด็จเจ้าพระยา12,13.732742,100.500752,48_0_6,48,ซอยสมเด็จพระยา6,13.733276,100.499196,0.17825355782335622
48_0_6,48,6,0,ซอยสมเด็จพระยา6,13.733276,100.499196,49_0_6,49,ถนนพญาไม้,13.736036,100.497213,0.3742534805132911
49_0_6,49,6,0,ถนนพญาไม้,13.736036,100.497213,50_0_6,50,ใต้สะพานพุด,13.738333,100.497288,0.255543186190185
50_0_6,50,6,0,ใต้สะพานพุด,13.738333,100.497288,51_0_6,51,วัดเลียบ โรงเรียนสวนกุหลาบวิทยาลัย,13.743045,100.498781,0.5482059985012736
51_0_6,51,6,0,วัดเลียบ โรงเรียนสวนกุหลาบวิทยาลัย,13.743045,100.498781,52_0_6,52,บ้านหม้อ,13.746296,100.499506,0.3698790822170114
52_0_6,52,6,0,บ้านหม้อ,13.746296,100.499506,53_0_6,53,ก่อนสี่กั๊กพระยาศรี,13.747131,100.498526,0.14080075034852887
53_0_6,53,6,0,ก่อนสี่กั๊กพระยาศรี,13.747131,100.498526,54_0_6,54,หน่วยบัญชาการรักษาดินแดน (รด.),13.74731,100.495131,0.3672323549529722
54_0_6,54,6,0,หน่วยบัญชาการรักษาดินแดน (รด.),13.74731,100.495131,55_0_6,55,สนามหลวง (ศาลฎีกา),13.754647,100.493878,0.826985821629559
55_0_6,55,6,0,สนามหลวง (ศาลฎีกา),13.754647,100.493878,56_0_6,56,โรงละครแห่งชาติ,13.759761,100.492177,0.597591449351838
56_0_6,56,6,0,โรงละครแห่งชาติ,13.759761,100.492177,57_0_6,57,ป้ายพระอาทิตย์,13.762042,100.49334,0.28303419334528707
57_0_6,57,6,0,ป้ายพระอาทิตย์,13.762042,100.49334,58_0_6,58,ป้อมพระสุเมรุ,13.762868,100.494409,0.14753192854342068
58_0_6,58,6,0,ป้อมพระสุเมรุ,13.762868,100.494409,59_0_6,59,บางลำพู,13.760699,100.496781,0.35184981528609555
60_1_6,60,6,1,แยกคอกวัว,13.757268,100.49798,61_1_6,61,สนามหลวง (ศาลฎีกา),13.755645,100.494434,0.42337709094845066
61_1_6,61,6,1,สนามหลวง (ศาลฎีกา),13.755645,100.494434,62_1_6,62,สนามหลวง (ศาลหลักเมือง),13.753796,100.493899,0.21356504579234128
62_1_6,62,6,1,สนามหลวง (ศาลหลักเมือง),13.753796,100.493899,63_1_6,63,กระทรวงกะลาโหม,13.750613,100.493923,0.3539429438042582
63_1_6,63,6,1,กระทรวงกะลาโหม,13.750613,100.493923,64_1_6,64,สวนเจ้าเชตุ,13.745826,100.494451,0.5353363912242873
64_1_6,64,6,1,สวนเจ้าเชตุ,13.745826,100.494451,65_1_6,65,สำนักงานเขตที่ดิน-กรุงเทพสนามยิงปืน รด.,13.745536,100.495682,0.13681513645831456
65_1_6,65,6,1,สำนักงานเขตที่ดิน-กรุงเทพสนามยิงปืน รด.,13.745536,100.495682,66_1_6,66,พหุรัด โรงเรียนสวนกุหลาบวิทยาลัย วัดเลียบ,13.74336,100.499024,0.4345638528343431
66_1_6,66,6,1,พหุรัด โรงเรียนสวนกุหลาบวิทยาลัย วัดเลียบ,13.74336,100.499024,67_1_6,67,สวนใต้สะพานปกเกล้า,13.740679,100.498718,0.2999402112744987
67_1_6,67,6,1,สวนใต้สะพานปกเกล้า,13.740679,100.498718,68_1_6,68,วัดอนงคาราม,13.733738,100.498251,0.7734506138036065
68_1_6,68,6,1,วัดอนงคาราม,13.733738,100.498251,69_1_6,69,ท่าดินแดง1 ซอยสมเด็จเจ้าพระยา 9,13.732715,100.501313,0.34975984236887214
69_1_6,69,6,1,ท่าดินแดง1 ซอยสมเด็จเจ้าพระยา 9,13.732715,100.501313,70_1_6,70,ท่าดินแดง2,13.73202,100.503299,0.22801618297894766
70_1_6,70,6,1,ท่าดินแดง2,13.73202,100.503299,71_1_6,71,โรงพยาบาลสมเด็จเจ้าพระยา,13.73145,100.504993,0.19364650767810257
71_1_6,71,6,1,โรงพยาบาลสมเด็จเจ้าพระยา,13.73145,100.504993,72_1_6,72,โรงพยาบาลตากสิน,13.730578,100.507483,0.28590635355617966
72_1_6,72,6,1,โรงพยาบาลตากสิน,13.730578,100.507483,73_1_6,73,คลองสาน ไอคอนสยาม,13.728008,100.508997,0.3292568260604254
73_1_6,73,6,1,คลองสาน ไอคอนสยาม,13.728008,100.508997,74_1_6,74,วัดสุวรรณ,13.723449,100.509133,0.507150487614503
74_1_6,74,6,1,วัดสุวรรณ,13.723449,100.509133,75_1_6,75,ท่าน้ำเป๊ปซี่ ใต้สะพานตากสิน,13.719877,100.508773,0.3990874350251058
75_1_6,75,6,1,ท่าน้ำเป๊ปซี่ ใต้สะพานตากสิน,13.719877,100.508773,76_1_6,76,เจริญนคร 17,13.717612,100.507697,0.27738363441831787
76_1_6,76,6,1,เจริญนคร 17,13.717612,100.507697,77_1_6,77,โรงเรียนอนุบาลศันสนีย์,13.71575,100.506221,0.26132290140665826
77_1_6,77,6,1,โรงเรียนอนุบาลศันสนีย์,13.71575,100.506221,78_1_6,78,สำนักงานที่ดินเขตธนบุรี (วัดเศวกฉัตร),13.714387,100.504668,0.22608425325152365
78_1_6,78,6,1,สำนักงานที่ดินเขตธนบุรี (วัดเศวกฉัตร),13.714387,100.504668,79_1_6,79,ศุภาลัยริเวอร์เพลส,13.712089,100.501509,0.4263170934295905
79_1_6,79,6,1,ศุภาลัยริเวอร์เพลส,13.712089,100.501509,80_1_6,80,เจริญนคร 49,13.710975,100.498856,0.3122173004008569
80_1_6,80,6,1,เจริญนคร 49,13.710975,100.498856,81_1_6,81,ตลาดเจริญนคร,13.709871,100.496877,0.24652310954763781
81_1_6,81,6,1,ตลาดเจริญนคร,13.709871,100.496877,82_1_6,82,ศุภาลัยริเวอร์รีสอร์ท,13.708969,100.495259,0.2015201967945212
82_1_6,82,6,1,ศุภาลัยริเวอร์รีสอร์ท,13.708969,100.495259,83_1_6,83,ซอยเจริญนคร 57/1,13.707828,100.493271,0.2494356122996062
83_1_6,83,6,1,ซอยเจริญนคร 57/1,13.707828,100.493271,84_1_6,84,ท่าสาย111,13.707151,100.492076,0.1494389842879333
84_1_6,84,6,1,ท่าสาย111,13.707151,100.492076,85_1_6,85,ซอยเจริญนคร61,13.701645,100.488039,0.7516865220846197
85_1_6,85,6,1,ซอยเจริญนคร61,13.701645,100.488039,86_1_6,86,วัดบุคคโล,13.700074,100.487409,0.1874772587608765
86_1_6,86,6,1,วัดบุคคโล,13.700074,100.487409,87_1_6,87,วัดดาวคะนอง,13.696984,100.486411,0.3601110421641777
87_1_6,87,6,1,วัดดาวคะนอง,13.696984,100.486411,88_1_6,88,ซอยราษฎร์บูรณะ 11,13.689555,100.488872,0.8677990404687809
88_1_6,88,6,1,ซอยราษฎร์บูรณะ 11,13.689555,100.488872,89_1_6,89,ไอวี่ ริเวอร์,13.688188,100.491619,0.33343832599924067
89_1_6,89,6,1,ไอวี่ ริเวอร์,13.688188,100.491619,90_1_6,90,ปั้มน้ำมันซัสโก้,13.685937,100.493857,0.3480102570935866
90_1_6,90,6,1,ปั้มน้ำมันซัสโก้,13.685937,100.493857,91_1_6,91,กรุงเทพคลังเอกสาร- โรงเรียนวัดบางปะกอก,13.684738,100.495626,0.23302693096760385
91_1_6,91,6,1,กรุงเทพคลังเอกสาร- โรงเรียนวัดบางปะกอก,13.684738,100.495626,92_1_6,92,บิ๊กซีราษฎร์บูรณะ,13.682612,100.500379,0.5653107173106953
92_1_6,92,6,1,บิ๊กซีราษฎร์บูรณะ,13.682612,100.500379,93_1_6,93,วัดราษฎร์บูรณะ,13.682312,100.502717,0.2547892730855749
93_1_6,93,6,1,วัดราษฎร์บูรณะ,13.682312,100.502717,94_1_6,94,สาธารณะสุข 39,13.681393,100.506908,0.464182130880073
94_1_6,94,6,1,สาธารณะสุข 39,13.681393,100.506908,95_1_6,95,ตรงข้ามซอยราษฎร์บูรณะ 26 คลังสินค้ากรุงไทย,13.680309,100.509287,0.2838870849238807
95_1_6,95,6,1,ตรงข้ามซอยราษฎร์บูรณะ 26 คลังสินค้ากรุงไทย,13.680309,100.509287,96_1_6,96,ซอยราษฎร์บูรณะ25,13.679553,100.510613,0.16610413648396288
96_1_6,96,6,1,ซอยราษฎร์บูรณะ25,13.679553,100.510613,97_1_6,97,การไฟฟ้านครหลวง ราษฎร์บูรณะ ธนาคารกสิกรสำนักงานใหญ่,13.67843,100.51255,0.24369894898033267
97_1_6,97,6,1,การไฟฟ้านครหลวง ราษฎร์บูรณะ ธนาคารกสิกรสำนักงานใหญ่,13.67843,100.51255,98_1_6,98,สวนใต้สะพานพระราม 9,13.677514,100.514142,0.19989755862402772
98_1_6,98,6,1,สวนใต้สะพานพระราม 9,13.677514,100.514142,99_1_6,99,ซอยราษฎร์บูรณะ 29,13.676848,100.515205,0.13665441987763133
99_1_6,99,6,1,ซอยราษฎร์บูรณะ 29,13.676848,100.515205,100_1_6,100,เซปเตอร์วัน ราษฎร์บูรณะ,13.675529,100.517099,0.25176422662510894
100_1_6,100,6,1,เซปเตอร์วัน ราษฎร์บูรณะ,13.675529,100.517099,101_1_6,101,วัดแจงร้อน,13.673639,100.518185,0.2406948075723476
101_1_6,101,6,1,วัดแจงร้อน,13.673639,100.518185,102_1_6,102,ราษฎร์บูรณะ 39,13.670912,100.519045,0.3171455466656277
102_1_6,102,6,1,ราษฎร์บูรณะ 39,13.670912,100.519045,103_1_6,103,คลังSVOA ราษฎร์บูรณะ,13.669356,100.519339,0.17591108803819133
103_1_6,103,6,1,คลังSVOA ราษฎร์บูรณะ,13.669356,100.519339,104_1_6,104,วัดรวก,13.667909,100.520248,0.18850573733137455
104_1_6,104,6,1,วัดรวก,13.667909,100.520248,105_1_6,105,วัดบางพึ่ง,13.668092,100.521779,0.16666534269158173
105_1_6,105,6,1,วัดบางพึ่ง,13.668092,100.521779,106_1_6,106,โรงเรียนพลอยจาตุรจินดา,13.667378,100.523088,0.16219248418627044
106_1_6,106,6,1,โรงเรียนพลอยจาตุรจินดา,13.667378,100.523088,107_1_6,107,พระราชวิริยาภรณ์ 10,13.666363,100.524886,0.22467299772331598
107_1_6,107,6,1,พระราชวิริยาภรณ์ 10,13.666363,100.524886,108_1_6,108,วัดไพชยนต์พลเสพย์,13.666168,100.526319,0.15634199796560713
108_1_6,108,6,1,วัดไพชยนต์พลเสพย์,13.666168,100.526319,109_1_6,109,พระราชวิริยาภรณ์ 6,13.665456,100.526695,0.08898572759151249
109_1_6,109,6,1,พระราชวิริยาภรณ์ 6,13.665456,100.526695,110_1_6,110,ใต้สะพานภูมิพล,13.664038,100.527116,0.16410477397025636
110_1_6,110,6,1,ใต้สะพานภูมิพล,13.664038,100.527116,111_1_6,111,ปากซอยพระราชวิริยาภรณ์ คอนโดพิสาน,13.662015,100.527264,0.22551501301441634
111_1_6,111,6,1,ปากซอยพระราชวิริยาภรณ์ คอนโดพิสาน,13.662015,100.527264,112_1_6,112,แยก 86,13.660926,100.526814,0.13048831922337878
112_1_6,112,6,1,แยก 86,13.660926,100.526814,113_1_6,113,วัดกลาง,13.660725,100.528512,0.18482407942599532
113_1_6,113,6,1,วัดกลาง,13.660725,100.528512,114_1_6,114,ตลาดพระประแดง,13.659807,100.532763,0.4705245922656055
114_1_6,114,6,1,ตลาดพระประแดง,13.659807,100.532763,115_1_6,115,ท่าน้ำพระประแดง,13.6594,100.535141,0.2608977495266389
0_0_7,0,7,0,วัดราษฎร์รังสรรค์ (คอกกระบือ),13.593604,100.33,1_0_7,1,คลองสี่วาพาสวัสดิ์,13.594935,100.331296,0.20377466965411728
1_0_7,1,7,0,คลองสี่วาพาสวัสดิ์,13.594935,100.331296,2_0_7,2,เบญจวัลย์,13.598339,100.334681,0.5264137687203082
2_0_7,2,7,0,เบญจวัลย์,13.598339,100.334681,3_0_7,3,หมื่นทรัพย์แลนด์,13.603037,100.337981,0.6325321850266572
3_0_7,3,7,0,หมื่นทรัพย์แลนด์,13.603037,100.337981,4_0_7,4,ตลาดรุ่งนิรันดร์,13.60652,100.340407,0.4676949287307209
4_0_7,4,7,0,ตลาดรุ่งนิรันดร์,13.60652,100.340407,5_0_7,5,ซอยกลิ่นสุวรรณ,13.610169,100.342935,0.4891591258377791
5_0_7,5,7,0,ซอยกลิ่นสุวรรณ,13.610169,100.342935,6_0_7,6,วิเศษสุขนคร,13.611379,100.343775,0.16230747641764698
6_0_7,6,7,0,วิเศษสุขนคร,13.611379,100.343775,7_0_7,7,ซอยต้นตาล,13.613158,100.345075,0.24263009081881123
7_0_7,7,7,0,ซอยต้นตาล,13.613158,100.345075,8_0_7,8,โกลเด้นท์เพลส,13.614221,100.345878,0.14663634169153703
8_0_7,8,7,0,โกลเด้นท์เพลส,13.614221,100.345878,9_0_7,9,ซอยตลับทอง,13.615858,100.347091,0.22431648603748242
9_0_7,9,7,0,ซอยตลับทอง,13.615858,100.347091,10_0_7,10,ธนาคารกสิกร,13.618015,100.348634,0.29211765755960134
10_0_7,10,7,0,ธนาคารกสิกร,13.618015,100.348634,11_0_7,11,ซอยบ่อดิน,13.619196,100.349457,0.15860539102665724
11_0_7,11,7,0,ซอยบ่อดิน,13.619196,100.349457,12_0_7,12,ตลาดนัดโพธิ์แจ้,13.620377,100.350538,0.17576276286315481
12_0_7,12,7,0,ตลาดนัดโพธิ์แจ้,13.620377,100.350538,13_0_7,13,หน้าวัดโพธิ์แจ้,13.621874,100.352285,0.2516975737754051
13_0_7,13,7,0,หน้าวัดโพธิ์แจ้,13.621874,100.352285,14_0_7,14,ตรวจคนเข้าเมืองจังหวัดสมุทรสาคร,13.623546,100.354121,0.271904812169465
14_0_7,14,7,0,ตรวจคนเข้าเมืองจังหวัดสมุทรสาคร,13.623546,100.354121,15_0_7,15,โรงเรียนสารสาสน์วิเทศน์เอกชัย 2,13.626066,100.357147,0.4306413582636701
15_0_7,15,7,0,โรงเรียนสารสาสน์วิเทศน์เอกชัย 2,13.626066,100.357147,16_0_7,16,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านโพธิ์แจ้,13.629006,100.360599,0.49601425438828267
16_0_7,16,7,0,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านโพธิ์แจ้,13.629006,100.360599,17_0_7,17,อู่ 43,13.630033,100.361796,0.17254850313616027
17_0_7,17,7,0,อู่ 43,13.630033,100.361796,18_0_7,18,โรงเรียนศึกษานารีวิทยา,13.634139,100.366612,0.6923142764731305
18_0_7,18,7,0,โรงเรียนศึกษานารีวิทยา,13.634139,100.366612,19_0_7,19,เอกชัย 132 ตรงข้ามเขตบางบอน,13.6351,100.367755,0.16332308455508537
19_0_7,19,7,0,เอกชัย 132 ตรงข้ามเขตบางบอน,13.6351,100.367755,20_0_7,20,เอกชัย 130 สำนักงานเขตบางบอน,13.63607,100.368902,0.16430504348794467
20_0_7,20,7,0,เอกชัย 130 สำนักงานเขตบางบอน,13.63607,100.368902,21_0_7,21,แยกบางบอน 5,13.637712,100.370809,0.2753206241129962
21_0_7,21,7,0,แยกบางบอน 5,13.637712,100.370809,22_0_7,22,บางบอน 5,13.639283,100.372663,0.26580575627259656
22_0_7,22,7,0,บางบอน 5,13.639283,100.372663,23_0_7,23,บางบอน 4,13.641537,100.375489,0.39505725205099007
23_0_7,23,7,0,บางบอน 4,13.641537,100.375489,24_0_7,24,วัดบางบอน,13.64394,100.378506,0.42151982897851753
24_0_7,24,7,0,วัดบางบอน,13.64394,100.378506,25_0_7,25,วิทยาลัยเทคนิคราชสิทธาราม,13.646631,100.381879,0.4715691657545752
25_0_7,25,7,0,วิทยาลัยเทคนิคราชสิทธาราม,13.646631,100.381879,26_0_7,26,เรือนจำพิเศษธนบุรี,13.648536,100.384311,0.33753420645549265
26_0_7,26,7,0,เรือนจำพิเศษธนบุรี,13.648536,100.384311,27_0_7,27,แยกบางบอน 3,13.650591,100.386536,0.3316883368183146
27_0_7,27,7,0,แยกบางบอน 3,13.650591,100.386536,28_0_7,28,แยกบางบอน 3/2,13.652175,100.385988,0.18581974228474854
28_0_7,28,7,0,แยกบางบอน 3/2,13.652175,100.385988,29_0_7,29,บึงบางบอน 1,13.655229,100.385175,0.3507676545924109
29_0_7,29,7,0,บึงบางบอน 1,13.655229,100.385175,30_0_7,30,บึงบางบอน 2,13.65807,100.384782,0.31874603800024276
30_0_7,30,7,0,บึงบางบอน 2,13.65807,100.384782,31_0_7,31,โรงเรียนสารสาสน์วิเทศบางบอน ประตู 1,13.660793,100.384596,0.3034500316798246
31_0_7,31,7,0,โรงเรียนสารสาสน์วิเทศบางบอน ประตู 1,13.660793,100.384596,32_0_7,32,ซอยข้าวสาร,13.662423,100.384689,0.18152606755033146
32_0_7,32,7,0,ซอยข้าวสาร,13.662423,100.384689,33_0_7,33,โรงเรียนสารสาสน์วิเทศบางบอน ประตู 3,13.663562,100.384766,0.12692398900971014
33_0_7,33,7,0,โรงเรียนสารสาสน์วิเทศบางบอน ประตู 3,13.663562,100.384766,34_0_7,34,แยกโรงเรียนบ้านนายเหรียญ,13.667344,100.384906,0.42081117326738054
34_0_7,34,7,0,แยกโรงเรียนบ้านนายเหรียญ,13.667344,100.384906,35_0_7,35,ทวีทอง 2,13.669986,100.384793,0.2940305889452005
35_0_7,35,7,0,ทวีทอง 2,13.669986,100.384793,36_0_7,36,ร่มไทร,13.674173,100.38494,0.46584398550078815
36_0_7,36,7,0,ร่มไทร,13.674173,100.38494,37_0_7,37,หมู่บ้านสุนทร 5,13.676467,100.38494,0.25508116172274364
37_0_7,37,7,0,หมู่บ้านสุนทร 5,13.676467,100.38494,38_0_7,38,หมู่บ้านศศิธร,13.678377,100.384212,0.22647903611274747
38_0_7,38,7,0,หมู่บ้านศศิธร,13.678377,100.384212,39_0_7,39,โรงเรียนกรพิทักษ์ศึกษา(หน้าโรงเรียน),13.679989,100.383647,0.18935540317079563
39_0_7,39,7,0,โรงเรียนกรพิทักษ์ศึกษา(หน้าโรงเรียน),13.679989,100.383647,40_0_7,40,โรงเรียนกรพิทักษ์ศึกษา,13.681148,100.383387,0.13190079357491907
40_0_7,40,7,0,โรงเรียนกรพิทักษ์ศึกษา,13.681148,100.383387,41_0_7,41,ไทยนํ้าทิพย์,13.68342,100.382862,0.2589239648103267
41_0_7,41,7,0,ไทยนํ้าทิพย์,13.68342,100.382862,42_0_7,42,บางแคภิรมย์,13.685296,100.382649,0.2098671566713239
42_0_7,42,7,0,บางแคภิรมย์,13.685296,100.382649,43_0_7,43,วินเจ,13.687087,100.382415,0.20074831862882475
43_0_7,43,7,0,วินเจ,13.687087,100.382415,44_0_7,44,คลองขวาง,13.692905,100.380684,0.6734195817057715
44_0_7,44,7,0,คลองขวาง,13.692905,100.380684,45_0_7,45,ซอยอินทาปัจ 11 โรงเรียนมณีวัฒนา,13.695366,100.379487,0.3026673596690982
45_0_7,45,7,0,ซอยอินทาปัจ 11 โรงเรียนมณีวัฒนา,13.695366,100.379487,46_0_7,46,ซอยอินทาปัจ 9 หมู่บ้านนิสา,13.69801,100.378252,0.322857072339908
46_0_7,46,7,0,ซอยอินทาปัจ 9 หมู่บ้านนิสา,13.69801,100.378252,47_0_7,47,บ้านนายพลกฤษณ์,13.699189,100.377691,0.1444298447589708
47_0_7,47,7,0,บ้านนายพลกฤษณ์,13.699189,100.377691,48_0_7,48,วัดราษฏร์บำรุง,13.701422,100.376648,0.2726683567829777
48_0_7,48,7,0,วัดราษฏร์บำรุง,13.701422,100.376648,49_0_7,49,ตลาดวรวิทย์,13.704697,100.375102,0.4006354154037008
49_0_7,49,7,0,ตลาดวรวิทย์,13.704697,100.375102,50_0_7,50,แยกวิคเตอร์เรีย,13.706812,100.374096,0.2590733643125657
50_0_7,50,7,0,แยกวิคเตอร์เรีย,13.706812,100.374096,51_0_7,51,ปากทางพระพรหม,13.708264,100.375199,0.20066285002422862
